,composition,UUID,cell,positions,numbers
85312,Ru2AgP,a23dea2e-3dba-4980-8fb3-a4f2807b7a21,"[[3.03531532, 3.03531532, 0.0], [-3.03531532, 3.03531532, -0.0], [0.0, 0.0, 6.0784186]]","[[0.5, 0.0, 0.24999999999999997], [0.9999999999999999, 0.4999999999999998, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[44 44 44 44 47 47 15 15]
3168,TiMnAs,a5c56b94-ac06-41f5-b8c2-5ae52fbad894,"[[2.47815622, 2.47815622, -0.0], [-2.47815622, 2.47815622, -0.0], [-0.0, -0.0, 7.78810269]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[22 22 25 25 33 33]
54166,Ir2VSi,4aada066-0328-4114-8eb9-f8aca4b340fd,"[[2.7595766, 2.7595766, 0.0], [-2.7595766, 2.7595766, 0.0], [-0.0, -0.0, 7.15964611]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[77 77 77 77 23 23 14 14]
105999,Lu2ReP,df5438b5-56f5-43ff-adf1-9896ec81e886,"[[-0.0, 3.36890846, 3.36890846], [3.36890846, -0.0, 3.36890846], [3.36890846, 3.36890846, -0.0]]","[[0.25, 0.25, 0.24999999999999997], [0.7500000000000003, 0.7500000000000003, 0.7499999999999997], [0.5, 0.5, 0.4999999999999998], [0.0, 0.0, 0.0]]",[71 71 75 15]
59495,Au2ReIn,c950c61a-0f37-4072-ad8e-2b759ec57646,"[[2.95619685, 2.95619685, -0.0], [-2.95619685, 2.95619685, -0.0], [-0.0, -0.0, 8.28363915]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 75 75 49 49]
59168,Au2CdSn,554e609e-9399-427b-b1bd-a07373ee58ef,"[[3.74783662, 3.74783662, -0.0], [-3.74783662, 3.74783662, 0.0], [0.0, -0.0, 5.97062433]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 48 48 50 50]
100723,Pt2NiPb,e83130f6-769b-4a11-9a71-8507f83ea889,"[[2.91517875, 2.91517875, -0.0], [-2.91517875, 2.91517875, 0.0], [-0.0, 0.0, 7.77026434]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 28 28 82 82]
7255,V2AgBi,fdfcd12c-9973-457a-b175-98b14ee2af2d,"[[2.86832189, 2.86832189, -0.0], [-2.86832189, 2.86832189, -0.0], [0.0, 0.0, 8.52604617]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[23 23 23 23 47 47 83 83]
74305,Co2PtGe,0c408a2d-e90f-4283-afb4-5081d5ed1fb2,"[[2.66298971, 2.66298971, 0.0], [-2.66298971, 2.66298971, 0.0], [-0.0, -0.0, 7.24470912]]","[[0.5, 4.169084921567935e-17, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5000000000000002, 0.5000000000000003, 0.0], [0.5, 4.169084921567935e-17, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5000000000000002, 0.5000000000000003, 0.49999999999999983]]",[27 27 27 27 78 78 32 32]
40713,AgZrSb,d39e8828-81b6-4d21-a186-81a5925407e1,"[[2.92132252, 2.92132252, 0.0], [-2.92132252, 2.92132252, -0.0], [-0.0, 0.0, 8.73942913]]","[[0.5, 0.0, 0.25], [0.0, 0.49999999999999994, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 40 40 51 51]
52088,ReTaSn,ed974d06-9b29-411d-a807-2eb17b849b3f,"[[3.16165157, 3.16165157, -0.0], [-3.16165157, 3.16165157, 0.0], [0.0, -0.0, 6.30224577]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.9999999999999998, 1.9597229946906398e-16, 0.5], [0.4999999999999997, 0.49999999999999983, 0.0], [0.9999999999999998, 1.9597229946906398e-16, 0.0], [0.4999999999999997, 0.49999999999999983, 0.5]]",[75 75 73 73 50 50]
66983,Ti2IrPb,4035f877-8fad-4f42-9734-06778da9b1d3,"[[2.78781687, 2.78781687, -0.0], [-2.78781687, 2.78781687, -0.0], [-0.0, 0.0, 9.07419106]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 22 22 77 77 82 82]
97661,Os2CoAs,3917086d-6a55-4703-9bdd-76d78be986ac,"[[2.68930871, 2.68930871, -0.0], [-2.68930871, 2.68930871, -0.0], [0.0, 0.0, 7.50213968]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 76 76 27 27 33 33]
106145,LuPtP,1218e1a3-640c-4e37-a3e6-5d08c2fe8fa8,"[[3.69058264, 3.69058264, -0.0], [-3.69058264, 3.69058264, 0.0], [-0.0, -0.0, 4.71153714]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 78 78 15 15]
57475,Pt2OsGa,8e3071a5-7710-4197-9330-a5a60a81c9da,"[[2.76488334, 2.76488334, 0.0], [-2.76488334, 2.76488334, 0.0], [0.0, 0.0, 7.88004383]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[78 78 78 78 76 76 31 31]
86081,Rh2TiIn,ae1c2770-08c8-40d7-b374-e6676559840a,"[[2.69257359, 2.69257359, -0.0], [-2.69257359, 2.69257359, -0.0], [0.0, 0.0, 8.77385487]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[45 45 45 45 22 22 49 49]
21399,CuCrGa,b7532322-bba7-4ec6-862f-b5a0003e8f21,"[[2.85717364, 2.85717364, 0.0], [-2.85717364, 2.85717364, -0.0], [0.0, 0.0, 5.74444659]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 24 24 31 31]
68220,V2WPb,1ceae8a0-e2e2-4026-ad37-374aa9e9ace4,"[[2.77421135, 2.77421135, 0.0], [-2.77421135, 2.77421135, 0.0], [0.0, 0.0, 8.60225668]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 74 74 82 82]
34533,Ru2MnPb,cf04e679-d847-43a2-8585-a1f876b5e93e,"[[2.7674, 2.7674, 0.0], [-2.7674, 2.7674, 0.0], [0.0, 0.0, 8.02045093]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[44 44 44 44 25 25 82 82]
4072,Ti2NbSi,13656a59-1189-4851-bdf5-c09a2f5382b0,"[[3.15854332, 3.15854332, -0.0], [-3.15854332, 3.15854332, 0.0], [0.0, 0.0, 6.34248727]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[22 22 22 22 41 41 14 14]
10313,CrReAl,6a187f82-366b-4ec1-a1df-393b63c57d4e,"[[2.8711456, 2.8711456, -0.0], [-2.8711456, 2.8711456, 0.0], [0.0, 0.0, 5.73509661]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 75 75 13 13]
101635,PtAuP,79bbff03-5da9-4f8a-ab6a-4f094be357e3,"[[3.3678868, 3.3678868, 0.0], [-3.3678868, 3.3678868, 0.0], [0.0, 0.0, 4.89189578]]","[[0.49999999999999983, 2.7755575615628904e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.4999999999999998, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.4999999999999998, 0.49999999999999983, 0.5]]",[78 78 79 79 15 15]
63966,Lu2TaGe,907b0699-99a1-4448-a8e0-e421ad56b659,"[[3.03557968, 3.03557968, -0.0], [-3.03557968, 3.03557968, -0.0], [0.0, 0.0, 9.20629831]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 71 71 73 73 32 32]
29215,Zr2RuAl,8f30b1f5-08ca-4e4c-98cf-4167dfda4e38,"[[3.32303129, 3.32303129, -0.0], [-3.32303129, 3.32303129, -0.0], [0.0, 0.0, 6.70114783]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 40 40 44 44 13 13]
23742,Zn2TiBi,2b87a183-214a-44cb-b90f-629361efad59,"[[2.86362524, 2.86362524, 0.0], [-2.86362524, 2.86362524, 0.0], [-0.0, -0.0, 9.16495526]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 30 30 22 22 83 83]
52443,OsScAl,e8434d09-b5eb-4a5b-96f5-f7b6a3fbb80f,"[[3.07754768, 3.07754768, 0.0], [-3.07754768, 3.07754768, 0.0], [0.0, 0.0, 6.13778388]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 21 21 13 13]
50253,W2TaSi,be7baf6d-e034-464c-b13a-118af818da55,"[[2.70591135, 2.70591135, -0.0], [-2.70591135, 2.70591135, 0.0], [0.0, 0.0, 8.70022964]]","[[0.4999999999999999, 4.102954165978706e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.4999999999999999, 4.102954165978706e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[74 74 74 74 73 73 14 14]
55396,IrTaSb,9a312418-d85e-4405-b1c4-4d41af57d2f3,"[[3.12629699, 3.12629699, -0.0], [-3.12629699, 3.12629699, -0.0], [-0.0, -0.0, 6.26647234]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 73 73 51 51]
66340,Ti2MoGa,8bbe8f11-d4bb-4c5f-aef7-421447041dc7,"[[2.70657094, 2.70657094, 0.0], [-2.70657094, 2.70657094, 0.0], [-0.0, -0.0, 8.72575791]]","[[0.5, 4.101954278076882e-17, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5000000000000001, 0.5000000000000002, 0.0], [0.5, 4.101954278076882e-17, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5000000000000001, 0.5000000000000002, 0.5]]",[22 22 22 22 42 42 31 31]
30724,Nb2CoAs,3020ebb1-99ec-41c9-b144-7f9d24faad60,"[[3.40166179, 3.40166179, -0.0], [-3.40166179, 3.40166179, 0.0], [-0.0, -0.0, 5.32632394]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 27 27 33 33]
53458,Os2AgAl,13ef7537-02e8-48b1-a39c-b7da6555f140,"[[2.7173864, 2.7173864, -0.0], [-2.7173864, 2.7173864, 0.0], [-0.0, -0.0, 8.1985941]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 76 76 47 47 13 13]
55752,Ir2PtSb,ac23ff22-2896-433f-9b6c-9bbf25ac17bb,"[[2.94474662, 2.94474662, -0.0], [-2.94474662, 2.94474662, 0.0], [0.0, 0.0, 7.51803472]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 78 78 51 51]
22674,Cu2PdSb,71469685-92fa-47e9-8075-10fccb986587,"[[2.79160946, 2.79160946, 0.0], [-2.79160946, 2.79160946, -0.0], [-0.0, -0.0, 7.92207299]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 29 29 46 46 51 51]
55843,Pt2ScGa,7b411ca3-f2c6-40ba-b2ed-6ca53f425aff,"[[2.89262471, 2.89262471, -0.0], [-2.89262471, 2.89262471, -0.0], [-0.0, -0.0, 7.73588842]]","[[0.5, 3.8381163681103884e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.5, 3.8381163681103884e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[78 78 78 78 21 21 31 31]
96622,Re2NbBi,f5af0aed-72b9-4bdc-8f13-40aa9cdb6164,"[[2.81267153, 2.81267153, -0.0], [-2.81267153, 2.81267153, 0.0], [0.0, 0.0, 9.01421107]]","[[0.5, 3.947218908370565e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.7499999999999998], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 3.947218908370565e-17, 0.7499999999999998], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[75 75 75 75 41 41 83 83]
69194,Cr2RhBi,d012ce7a-5e26-488b-93fa-7eb737ab1fdf,"[[2.88802702, 2.88802702, -0.0], [-2.88802702, 2.88802702, -0.0], [-0.0, -0.0, 7.9793043]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[24 24 24 24 45 45 83 83]
27833,YOsGa,cc1447e0-bd67-4694-a4ca-1f330116729b,"[[2.57238001, 2.57238001, -0.0], [-2.57238001, 2.57238001, 0.0], [0.0, -0.0, 9.61712959]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 76 76 31 31]
41217,Ag2PdPb,5cf426fa-9bcb-48b5-b1a4-133be7f80b49,"[[2.9186899, 2.9186899, -0.0], [-2.9186899, 2.9186899, 0.0], [-0.0, -0.0, 9.09971832]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 46 46 82 82]
59632,AuOsSb,f5b1c82e-e594-40ce-b351-c62623ac73f2,"[[2.68098798, 2.68098798, 0.0], [-2.68098798, 2.68098798, 0.0], [0.0, 0.0, 8.73358713]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 76 76 51 51]
24544,ZnCuAs,44d4b8f8-1fb9-46ff-817f-fa94d483a0a4,"[[2.71209935, 2.71209935, -0.0], [-2.71209935, 2.71209935, -0.0], [-0.0, 0.0, 6.95197564]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 29 29 33 33]
15152,Fe2NbBi,dc101fe4-3dfd-49f1-819f-45d7d9eea51f,"[[3.15164597, 3.15164597, -0.0], [-3.15164597, 3.15164597, -0.0], [0.0, 0.0, 6.30805503]]","[[0.5, 0.0, 0.25], [0.9999999999999999, 0.49999999999999983, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 41 41 83 83]
93094,Hf2PtAl,13801b7f-491f-406a-82aa-aa144624bf18,"[[2.78771771, 2.78771771, -0.0], [-2.78771771, 2.78771771, -0.0], [-0.0, 0.0, 9.53899499]]","[[0.4999999999999999, 3.9825518223836103e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 3.9825518223836103e-17, 0.75], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[72 72 72 72 78 78 13 13]
82691,Nb2OsIn,b7bd57c1-1860-4e6a-8140-6f0160e9a1af,"[[2.8185334, 2.8185334, -0.0], [-2.8185334, 2.8185334, 0.0], [0.0, 0.0, 8.97893588]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 76 76 49 49]
96033,Re2TiAl,06b7849c-ba95-456c-9e18-1c4e3df714f7,"[[3.11135847, 3.11135847, 0.0], [-3.11135847, 3.11135847, 0.0], [0.0, 0.0, 6.2053924]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 22 22 13 13]
67020,TiPtGe,ef9e03aa-cfcc-4eb0-9e80-57a051bd6a88,"[[2.76102929, 2.76102929, 0.0], [-2.76102929, 2.76102929, -0.0], [0.0, 0.0, 7.19745484]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 78 78 32 32]
51496,ReZrAl,a3c3121b-1bf6-4b94-931f-4792706eb24b,"[[3.12666374, 3.12666374, 0.0], [-3.12666374, 3.12666374, 0.0], [0.0, 0.0, 6.25332748]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 40 40 13 13]
95588,W2AgTl,5e281e96-d92b-46d8-a0fb-193d8bc8283d,"[[2.96847816, 2.96847816, -0.0], [-2.96847816, 2.96847816, 0.0], [0.0, 0.0, 8.06253507]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[74 74 74 74 47 47 81 81]
69030,Cr2MoAl,f4ccae02-5bec-4dcc-a07d-7bac91dd2fa9,"[[0.0, 3.02738964, 3.02738964], [3.02738964, 0.0, 3.02738964], [3.02738964, 3.02738964, -0.0]]","[[0.25000000000000017, 0.25000000000000017, 0.24999999999999983], [0.5000000000000002, 0.5000000000000002, 0.4999999999999998], [0.7500000000000004, 0.7500000000000004, 0.7499999999999997], [0.0, 0.0, 0.0]]",[24 24 42 13]
15844,FeWGe,e19d81f8-bef8-4422-88c0-f27b0b661c88,"[[-0.0, 2.81663542, 2.81663542], [2.81663542, 0.0, 2.81663542], [2.81663542, 2.81663542, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[26 74 32]
45365,Hf2NiSb,d34d7975-4ef6-49ed-9cd6-0fb29d4d9dc3,"[[3.00752811, 3.00752811, 0.0], [-3.00752811, 3.00752811, -0.0], [-0.0, -0.0, 8.25544007]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 72 72 28 28 51 51]
8747,Cr2CoAl,c82b52f4-eab7-4e8e-babf-5056243d4d81,"[[2.40155217, 2.40155217, 0.0], [-2.40155217, 2.40155217, -0.0], [-0.0, -0.0, 8.14646766]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 27 27 13 13]
28987,ZrYSn,ca388fcc-ad62-4b8b-9625-83d29e079ecc,"[[3.06252939, 3.06252939, -0.0], [-3.06252939, 3.06252939, -0.0], [-0.0, -0.0, 9.33103624]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 39 39 50 50]
58814,AuRuSi,8156bdb9-50c3-4009-a256-edb759fa738b,"[[2.3892048, 2.3892048, -0.0], [-2.3892048, 2.3892048, -0.0], [-0.0, -0.0, 8.97810532]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.7500000000000002], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[79 79 44 44 14 14]
101663,Pt2AuBi,17a66aaf-1e86-42bf-b2e3-e4f5f5cc6d89,"[[2.91923945, 2.91923945, 0.0], [-2.91923945, 2.91923945, 0.0], [0.0, 0.0, 8.91128002]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 79 79 83 83]
57122,PtCdAs,0b6a614e-e317-4da7-8725-dfe96680564a,"[[-0.0, 3.14391999, 3.14391999], [3.14391999, -0.0, 3.14391999], [3.14391999, 3.14391999, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[78 48 33]
38590,Pd2YPb,75911548-9ee4-4de7-b1c7-0033c517e25c,"[[3.43589489, 3.43589489, -0.0], [-3.43589489, 3.43589489, 0.0], [-0.0, -0.0, 6.95988911]]","[[0.49999999999999983, 3.231248510705042e-17, 0.24999999999999997], [0.9999999999999998, 0.49999999999999983, 0.75], [0.49999999999999983, 3.231248510705042e-17, 0.75], [0.9999999999999998, 0.49999999999999983, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.4999999999999998, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.4999999999999998, 0.49999999999999983, 0.49999999999999983]]",[46 46 46 46 39 39 82 82]
53058,Os2YAl,7d1b8d99-bd4c-40b4-883d-259022e99fbb,"[[-0.0, 3.22462343, 3.22462343], [3.22462343, 0.0, 3.22462343], [3.22462343, 3.22462343, -0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.7500000000000001], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[76 76 39 13]
