,composition,UUID,cell,positions,numbers,energy (eV/atom),formation energy (eV/atom),hull distance (eV/atom),total magnetization (muB/f.u.),band gap (eV)
33684,MoCdSb,4d43572b-fb8d-4de1-a580-11f910c6432f,"[[3.28750473, 3.28750473, -0.0], [-3.28750473, 3.28750473, -0.0], [0.0, 0.0, 6.46734106]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[42 42 48 48 51 51],-4.672873006666666,0.598322896666667,0.6336044091666672,1.09921545,
79921,ZrFeP,8f14eb6d-2492-45f9-859d-54fb4c426999,"[[2.40317236, 2.40317236, 0.0], [-2.40317236, 2.40317236, 0.0], [-0.0, -0.0, 8.36706477]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.7500000000000002], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[40 40 26 26 15 15],-7.76511875,-0.3647958211904765,0.7770465334628336,0.1020284,
55968,Pt2VGa,aa915782-9a33-4ace-b1e1-023c772cc6b8,"[[2.7978248, 2.7978248, 0.0], [-2.7978248, 2.7978248, 0.0], [-0.0, -0.0, 7.61622921]]","[[0.4999999999999999, 3.968164928072539e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.4999999999999999, 3.968164928072539e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[78 78 78 78 23 23 31 31],-6.53117440875,-0.5122357987499999,0.0892083874999997,1.9507241,
87962,Pd2CoSb,941b06ce-8ad6-4cd4-ba5a-cf290caa25b6,"[[2.91109292, 2.91109292, -0.0], [-2.91109292, 2.91109292, 0.0], [-0.0, 0.0, 7.32462015]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 46 46 27 27 51 51],-5.5255797975,-0.1241656625000002,0.2255150042741932,1.220263,
40097,Ag2MnSn,48e4548f-2039-4087-a09a-8eaee9fd9cb0,"[[2.95752809, 2.95752809, -0.0], [-2.95752809, 2.95752809, -0.0], [-0.0, -0.0, 8.51103386]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 25 25 50 50],-4.44508146,0.0885820212499997,0.1328281084177806,3.92367145,
56345,PtCoPb,2567d7b6-11a5-4dc8-8b66-1abf46da3928,"[[-0.0, 3.13395918, 3.13395918], [3.13395918, 0.0, 3.13395918], [3.13395918, 3.13395918, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[78 27 82],-5.277055683333333,0.297578095000001,0.4636314883333338,1.9688754,0.0
73616,Co2RhGe,d97fcde6-9807-42c3-a434-481ed9dad912,"[[2.66013652, 2.66013652, -0.0], [-2.66013652, 2.66013652, 0.0], [0.0, 0.0, 7.0170822]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 45 45 32 32],-6.60092540125,-0.1387478412499989,0.1475764487500011,2.694007,
71114,Mn2TaGa,8926d0ec-bc54-4bfc-a968-27ca08b89186,"[[2.57713866, 2.57713866, -0.0], [-2.57713866, 2.57713866, -0.0], [-0.0, -0.0, 8.3999998]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 73 73 31 31],-8.249853675,-0.1442771399999998,0.0678309964878967,3.07459505,
16160,Fe2PtSi,a780b7cd-4b71-47d1-834d-0a24a550e3f2,"[[2.53859947, 2.53859947, -0.0], [-2.53859947, 2.53859947, -0.0], [0.0, 0.0, 7.99372239]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 78 78 14 14],-7.32320683,-0.3058470550000001,0.1319235037500005,5.1011514,
75670,Cu2CrP,b19ba92b-1b71-42b7-bb11-ba79f0cae389,"[[2.46105612, 2.46105612, 0.0], [-2.46105612, 2.46105612, -0.0], [0.0, 0.0, 8.38924413]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 29 29 24 24 15 15],-5.5420213025,0.0657578366071423,0.398402562597127,3.21263365,
14783,Fe2CuBi,068d2190-f29c-40fd-8672-dab233d71788,"[[2.81746162, 2.81746162, -0.0], [-2.81746162, 2.81746162, 0.0], [-0.0, -0.0, 7.77279669]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[26 26 26 26 29 29 83 83],-5.5940895975,0.4479898987500004,0.4479898987500004,5.0270329,
19392,NiMnSi,2dc58a3c-a5b2-475b-a073-9e711e034545,"[[2.72202772, 2.72202772, 0.0], [-2.72202772, 2.72202772, 0.0], [-0.0, -0.0, 5.45781134]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 25 25 14 14],-6.887223976666667,-0.300130133333333,0.1918567495977,3.0,0.0
40119,Ag2MnPb,94a457a5-4948-46e9-81ce-3921f498bbae,"[[2.97769474, 2.97769474, 0.0], [-2.97769474, 2.97769474, -0.0], [-0.0, -0.0, 8.95027459]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 25 25 82 82],-4.24716641375,0.2208066087500002,0.2208066087500002,3.9739572,
58682,Au2NbPb,822ab6c0-a11c-40ca-bf70-6d251b97f455,"[[3.00596075, 3.00596075, 0.0], [-3.00596075, 3.00596075, -0.0], [-0.0, -0.0, 8.87846748]]","[[0.49999999999999983, 3.693404927609772e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.49999999999999983, 3.693404927609772e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999983, 0.5]]",[79 79 79 79 41 41 82 82],-4.8229496325,0.2041804775000004,0.3240372518750012,0.4835102,
15406,Fe2RhTl,60c3bc8c-05e1-40e3-9e31-4e3480ece41f,"[[2.73891086, 2.73891086, 0.0], [-2.73891086, 2.73891086, -0.0], [0.0, -0.0, 8.14706293]]","[[0.5, 0.0, 0.25], [0.0, 0.49999999999999983, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 45 45 81 81],-6.1762378475,0.3270860681249994,0.3662690481249999,6.0364325,
18126,Co2PdTl,f32b1a99-d31b-46d7-b4c0-b8e3adb22c3b,"[[2.7808714, 2.7808714, -0.0], [-2.7808714, 2.7808714, -0.0], [0.0, 0.0, 7.7291873]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 46 46 81 81],-5.04045134875,0.3350885893750002,0.4468573503125,3.07588875,
23711,Zn2TiTl,200ba792-59cc-4720-9f48-25f8ac87fdaf,"[[2.86418011, 2.86418011, -0.0], [-2.86418011, 2.86418011, -0.0], [0.0, 0.0, 9.05531253]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 30 30 22 22 81 81],-2.9065771425,0.1499536368749998,0.3101932153215657,1.08208985,
22475,Cu2RuAs,f5d203b5-131b-4167-80ad-a6821c894af3,"[[2.5286466, 2.5286466, 0.0], [-2.5286466, 2.5286466, 0.0], [0.0, 0.0, 8.47072277]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 29 29 44 44 33 33],-5.1521475575,0.1989410124999997,0.3472666656249998,0.22575255,
74194,Co2IrSi,362b7004-d89e-41a9-9587-355ca73a8b6f,"[[2.61497209, 2.61497209, -0.0], [-2.61497209, 2.61497209, -0.0], [0.0, 0.0, 6.94699125]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 77 77 14 14],-7.368464795,-0.280260105,0.102358053125,2.1451351,
4623,TiHfIn,c833a997-12a2-4633-805e-60bc74364fc3,"[[2.93047238, 2.93047238, 0.0], [-2.93047238, 2.93047238, 0.0], [0.0, 0.0, 8.47686825]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 72 72 49 49],-6.237996488333334,0.5240658833333333,0.6962366304287542,0.8950741,
8095,Cr2ScPb,91aadfa9-7503-41d1-b5ff-c9e679b96e6b,"[[3.39785957, 3.39785957, 0.0], [-3.39785957, 3.39785957, -0.0], [-0.0, -0.0, 6.69350294]]","[[0.5, 3.267418802199517e-17, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5000000000000001, 0.5000000000000002, 0.0], [0.5, 3.267418802199517e-17, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5000000000000001, 0.5000000000000002, 0.5]]",[24 24 24 24 21 21 82 82],-6.94853008125,0.2689642162499996,0.4692160477083331,0.9480538,
18858,Co2PtSb,0bdd345f-fa1d-4a61-9a81-9784a0a6407d,"[[2.82688007, 2.82688007, 0.0], [-2.82688007, 2.82688007, -0.0], [0.0, 0.0, 7.16193694]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [2.220446049250313e-16, 0.5000000000000001, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 78 78 51 51],-6.0503036175,0.0295595962500003,0.2679438000000004,2.34605045,
14571,Fe2NiIn,323c4eee-9dab-4eaa-be6b-0ab47861fd16,"[[2.59923599, 2.59923599, 0.0], [-2.59923599, 2.59923599, -0.0], [0.0, 0.0, 8.08755496]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 28 28 49 49],-6.039242535,0.1055573675000003,0.2081130200000003,5.151389,
17220,Co2NiGa,75480113-2cb1-4be2-abba-6e84b6ef01a1,"[[2.59499944, 2.59499944, -0.0], [-2.59499944, 2.59499944, -0.0], [0.0, -0.0, 6.80881431]]","[[0.5, 4.278317010446664e-17, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5000000000000002, 0.5000000000000003, 0.0], [0.5, 4.278317010446664e-17, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5000000000000002, 0.5000000000000003, 0.49999999999999983]]",[27 27 27 27 28 28 31 31],-5.7670321625,-0.1520966849999991,0.0690780114423083,2.7589647,
21548,Cu2MnTl,3283d8b4-c4f8-4340-b7b8-2350dbc09301,"[[3.01028502, 3.01028502, 0.0], [-3.01028502, 3.01028502, 0.0], [0.0, 0.0, 6.83351696]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[29 29 29 29 25 25 81 81],-4.3886433325,0.2538014231250001,0.2538014231250001,3.8487452,
62730,Lu2MnPb,d75cad7f-7c66-4b3c-bb2a-88ec89fed134,"[[3.30614787, 3.30614787, 0.0], [-3.30614787, 3.30614787, -0.0], [-0.0, -0.0, 8.69816922]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 71 71 25 25 82 82],-5.40515787875,-0.0676293387499997,0.2511087100968259,3.1740349,
79750,Zr2CrAl,3813af29-76fc-4adc-b8d2-fb90c67c7c02,"[[2.8831577, 2.8831577, -0.0], [-2.8831577, 2.8831577, -0.0], [0.0, 0.0, 9.05833088]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 40 40 24 24 13 13],-7.62371249375,-0.050335468750001,0.2345997328749989,2.3049508,
16806,Co2CrSn,8965f586-f6aa-4c3d-8ef9-6290ddf5de10,"[[2.6606296, 2.6606296, 0.0], [-2.6606296, 2.6606296, 0.0], [-0.0, -0.0, 7.68724234]]","[[0.4999999999999999, 4.172783106018051e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.172783106018051e-17, 0.75], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[27 27 27 27 24 24 50 50],-6.690250685,0.1691361937500008,0.254996125462801,2.24600315,
13660,Fe2ScGe,61fbed0f-0ae1-437f-a09c-1eb282eccfb7,"[[3.06596618, 3.06596618, 0.0], [-3.06596618, 3.06596618, -0.0], [0.0, 0.0, 6.19318163]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 21 21 32 32],-7.00899926125,-0.1825880237499992,0.245892346250001,4.7725633,
100480,Pt2MnSi,4c7f78fa-34cb-46d1-bb55-7ce4b295f93b,"[[2.66962134, 2.66962134, -0.0], [-2.66962134, 2.66962134, -0.0], [-0.0, -0.0, 8.1551311]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 25 25 14 14],-7.0076553525,-0.3849396299999998,0.1840004456982754,4.127058,
34118,MoPtIn,052b0cca-19f0-4214-a7af-46dbd871f74b,"[[3.13151521, 3.13151521, -0.0], [-3.13151521, 3.13151521, -0.0], [0.0, 0.0, 6.26633784]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[42 42 78 78 49 49],-6.06976073,0.4589190866666672,0.8116088683333338,0.76109795,0.0
67104,Ti2AuIn,b525d45f-e662-4fb4-9d48-c618300f97d5,"[[2.88335684, 2.88335684, -0.0], [-2.88335684, 2.88335684, -0.0], [0.0, 0.0, 8.79949923]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 22 22 79 79 49 49],-5.54840458375,-0.2031109737499994,0.137848044919449,1.91937975,
42443,Cd2MnGa,b52effdb-8a99-46cb-8238-dc6439db7460,"[[2.92683654, 2.92683654, 0.0], [-2.92683654, 2.92683654, -0.0], [0.0, 0.0, 8.80153543]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 48 48 25 25 31 31],-3.17544412875,0.1404222912499997,0.209410148448275,3.49956875,
69799,Cr2IrSn,de5a2e70-cb15-4875-bf2b-7b1efbe12a16,"[[2.84156258, 2.84156258, -0.0], [-2.84156258, 2.84156258, -0.0], [0.0, 0.0, 7.68202249]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 77 77 50 50],-7.92137010875,0.0131563925,0.2032027829628011,0.1539079,
38116,PdCrPb,541319ec-746e-47c3-aa43-372221c16de8,"[[3.18262428, 3.18262428, -0.0], [-3.18262428, 3.18262428, 0.0], [-0.0, -0.0, 6.40856066]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 24 24 82 82],-5.825343149999999,0.279795523333334,0.4516817458333333,3.80148705,
101934,Au2FeP,3e2401a6-0342-4e2e-8380-d09046a18a46,"[[2.99909762, 2.99909762, 0.0], [-2.99909762, 2.99909762, -0.0], [-0.0, -0.0, 7.1019513]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 26 26 15 15],-4.65524599,0.3747559766071431,0.7393597138471276,2.6831196,
66722,Ti2HfBi,7c4be96b-c149-4b8f-a503-2d4f20d75aa5,"[[2.98669079, 2.98669079, -0.0], [-2.98669079, 2.98669079, -0.0], [0.0, -0.0, 9.12018395]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 22 22 72 72 83 83],-7.39123428375,-0.0392666374999999,0.1246900122502744,0.94735605,
52734,Os2FeAl,0fcc1983-643a-4625-998e-138bbd92a9ca,"[[2.99930156, 2.99930156, -0.0], [-2.99930156, 2.99930156, 0.0], [-0.0, -0.0, 5.9837533]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[76 76 76 76 26 26 13 13],-8.72873267875,-0.1131281387499996,0.0975795225000005,2.99962445,
101468,Pt2RePb,6cd23222-638c-4456-9b58-78ae08225d90,"[[2.99301267, 2.99301267, -0.0], [-2.99301267, 2.99301267, -0.0], [-0.0, -0.0, 7.74985558]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 75 75 82 82],-6.5124859925,0.5344868262500002,0.7320858687499996,0.2885269,
101951,Au2FeIn,cce9c258-0bdd-40e6-a735-67858a51dd62,"[[2.950372, 2.950372, 0.0], [-2.950372, 2.950372, 0.0], [-0.0, -0.0, 8.06187424]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 26 26 49 49],-4.2128008,0.1037217825,0.22621994125,2.79930555,
39923,AgVAs,653c016b-e2ac-467e-936a-de077d78d0cf,"[[2.49722256, 2.49722256, -0.0], [-2.49722256, 2.49722256, -0.0], [0.0, 0.0, 9.38530973]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 23 23 33 33],-5.24322295,0.2067544649999995,0.5341109352777771,2.1747552,
20094,NiMoAl,99bbb539-865b-4d2e-8051-f5073cb6b956,"[[2.8396162, 2.8396162, -0.0], [-2.8396162, 2.8396162, -0.0], [0.0, 0.0, 5.69231748]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 42 42 13 13],-6.690175218333334,0.0233505983333325,0.4696481683333332,0.8808137,0.0
50827,ReVGe,13cf0c31-0552-4f34-b152-7b87f16cce06,"[[-0.0, 2.95428853, 2.95428853], [2.95428853, 0.0, 2.95428853], [2.95428853, 2.95428853, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[75 23 32],-8.317747756666668,0.3063163016666668,0.5402675866666666,0.5048196,0.0
96286,Re2CoGa,c63738f3-68cd-44ce-9f15-40ee028a53d5,"[[3.0287008, 3.0287008, -0.0], [-3.0287008, 3.0287008, 0.0], [-0.0, -0.0, 6.09201871]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 27 27 31 31],-8.56500349625,0.1185774150000007,0.2622795087500007,1.7727965,
6640,VZrSi,fa1b6cc9-3ce2-46f8-8b67-5e78c270c884,"[[2.70983211, 2.70983211, 0.0], [-2.70983211, 2.70983211, -0.0], [0.0, 0.0, 7.77254722]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 40 40 14 14],-7.410524063333334,0.2236369566666655,0.9721433216666652,0.5524786,
101925,Au2FeSi,610f8e9e-da0a-4e6d-b2e7-4f079121e19b,"[[2.84655586, 2.84655586, -0.0], [-2.84655586, 2.84655586, 0.0], [0.0, 0.0, 7.76405358]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[79 79 79 79 26 26 14 14],-4.799987705,0.2329239899999997,0.4899956162499997,2.91684705,
34495,Ru2MnGe,3bb9d2e8-fbd7-4160-b48d-0aa05bf6a115,"[[2.6297945, 2.6297945, -0.0], [-2.6297945, 2.6297945, 0.0], [0.0, 0.0, 7.88378377]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[44 44 44 44 25 25 32 32],-8.03845369125,-0.0791368462499999,0.1852103784482731,2.54763925,
59525,AuReSb,5261234b-ca70-427b-b912-5296d3ba81df,"[[2.70553505, 2.70553505, -0.0], [-2.70553505, 2.70553505, -0.0], [-0.0, -0.0, 8.75718039]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 75 75 51 51],-5.644084611666667,0.9410744083333332,0.97869483875,0.9540326,
16476,Co2TiGa,77d5c240-46f6-4cb7-9824-e92d05536b22,"[[2.90942386, 2.90942386, -0.0], [-2.90942386, 2.90942386, 0.0], [-0.0, -0.0, 5.86279436]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[27 27 27 27 22 22 31 31],-6.7168333475,-0.5215376712499991,0.0200099634465669,1.0073092,
10688,CrAuSi,bc4de125-0655-4df7-a4b5-37b33cd98502,"[[2.68301364, 2.68301364, -0.0], [-2.68301364, 2.68301364, -0.0], [0.0, 0.0, 7.42213775]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 79 79 14 14],-5.7834247633333336,0.2707711133333331,0.5157895283333337,3.26066545,
54372,IrMnTl,a51ee004-a76f-48cf-a959-654efbe209e8,"[[-0.0, 3.14876439, 3.14876439], [3.14876439, 0.0, 3.14876439], [3.14876439, 3.14876439, -0.0]]","[[0.2500000000000001, 0.2500000000000001, 0.24999999999999986], [0.5000000000000002, 0.5000000000000002, 0.4999999999999998], [0.0, 0.0, 0.0]]",[77 25 81],-6.269993986666666,0.3719338975000011,0.5050956137643678,4.4170427,0.0
