,composition,UUID,cell,positions,numbers,energy (eV/atom),formation energy (eV/atom),Tc (K)(KKR-FULL)
11817,Mn2NiAs,0a6f6a20-4aad-4c63-851d-42d8333d7647,"[[2.60783328, 2.60783328, 0.0], [-2.60783328, 2.60783328, 0.0], [0.0, 0.0, 7.48850322]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[25 25 25 25 28 28 33 33],-7.09597246375,-0.1294804999999996,603.5
11441,Mn2Sb,a898a309-e09c-41fa-ab22-b378f22cab59,"[[3.00161281, 3.00161281, 0.0], [-3.00161281, 3.00161281, 0.0], [-0.0, -0.0, 6.0089964]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 51 51],-7.322511088333333,-0.0380073000000003,1822.5
84406,Ru2CrP,4f98d3af-0cbe-4e84-9dd1-942ab07c2549,"[[0.0, 2.95460975, 2.95460975], [2.95460975, -0.0, 2.95460975], [2.95460975, 2.95460975, 0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[44 44 24 15],-8.483911345,-0.134698553392857,78.4
36306,RhMnIn,5fdbd67a-1b93-4069-a595-42c844a3baf0,"[[3.09183569, 3.09183569, -0.0], [-3.09183569, 3.09183569, 0.0], [-0.0, -0.0, 6.19967103]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 25 25 49 49],-6.2293104816666665,-0.0045890049999997,10.6
72283,Fe2PdSn,eda098f7-75b5-4fd3-9782-11d042f2adf3,"[[-0.0, 3.11231534, 3.11231534], [3.11231534, 0.0, 3.11231534], [3.11231534, 3.11231534, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.7500000000000001, 0.7500000000000001, 0.7499999999999998], [0.0, 0.0, 0.0]]",[26 26 46 50],-6.44844565,-0.0488017287499999,856.6
70824,Mn2PdSn,5e307874-8641-444a-bd8d-23056021bf02,"[[2.96375529, 2.96375529, 0.0], [-2.96375529, 2.96375529, -0.0], [0.0, 0.0, 7.32302082]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 46 46 50 50],-6.8837117675,-0.1909134312500002,743.1
38036,Pd2VPb,fa08edd0-52f4-43a3-82b9-9b5e81cd115a,"[[3.03018002, 3.03018002, 0.0], [-3.03018002, 3.03018002, -0.0], [0.0, 0.0, 7.56525333]]","[[0.5, 3.6638847108006364e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.5, 3.6638847108006364e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.5, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.5]]",[46 46 46 46 23 23 82 82],-5.7676210175,-0.0251800824999994,0.9
70663,Mn2RuIn,4d802aaf-6491-47d0-89db-3f40139dd426,"[[2.79795151, 2.79795151, 0.0], [-2.79795151, 2.79795151, 0.0], [0.0, 0.0, 7.79033677]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 44 44 49 49],-7.3783419075,-0.0023980187500001,1147.4
4508,Ti2CdGa,b8c2370b-3adb-4d2f-8b11-6d590327d7d9,"[[2.90972185, 2.90972185, 0.0], [-2.90972185, 2.90972185, -0.0], [0.0, 0.0, 8.15884581]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 22 22 48 48 31 31],-5.00406683125,-0.1890297224999999,0.0
38072,Pd2CrGe,8a77e597-b031-4e0c-9355-ce6e6cbf9798,"[[2.83246798, 2.83246798, -0.0], [-2.83246798, 2.83246798, 0.0], [-0.0, 0.0, 7.45074309]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[46 46 46 46 24 24 32 32],-6.2906359275,-0.1747077450000009,7.6
13075,Mn2TaAl,7949eab5-32aa-4fa6-a61d-6930a398ead0,"[[2.99483047, 2.99483047, 0.0], [-2.99483047, 2.99483047, -0.0], [0.0, 0.0, 5.99767127]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 73 73 13 13],-8.6897575675,-0.3760961399999996,568.3
15253,Fe2RuSi,cc53f7f0-24b7-4d83-808c-25560bd5efc9,"[[2.88754482, 2.88754482, 0.0], [-2.88754482, 2.88754482, 0.0], [0.0, 0.0, 5.79202574]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 44 44 14 14],-8.1082409675,-0.3090623812500004,857.0
100560,Pt2FeGe,07ff3c5c-2a34-4835-a204-4f1bad6bc246,"[[2.710821, 2.710821, 0.0], [-2.710821, 2.710821, 0.0], [0.0, 0.0, 8.09441531]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 26 26 32 32],-6.38445643875,-0.1353544237499999,68.5
70482,Mn2NbGa,fe56e0eb-005c-412e-bdf9-7993dd42effd,"[[2.58227956, 2.58227956, -0.0], [-2.58227956, 2.58227956, 0.0], [0.0, 0.0, 8.44449773]]","[[0.4999999999999999, 4.2993912890870596e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.2993912890870596e-17, 0.75], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[25 25 25 25 41 41 31 31],-7.80872370875,-0.1317923837499997,545.4
50875,Re2CrSi,52e26dd0-3db0-4a4f-a76a-28198cd298fc,"[[3.00284783, 3.00284783, -0.0], [-3.00284783, 3.00284783, 0.0], [-0.0, -0.0, 5.9425184]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 24 24 14 14],-10.02458670625,-0.0906982712499999,79.4
100505,Pt2MnIn,4b5f53d4-626b-4054-9b4c-9cb05e732488,"[[2.8039274, 2.8039274, 0.0], [-2.8039274, 2.8039274, -0.0], [-0.0, -0.0, 8.404334]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 78 78 25 25 49 49],-6.28226355375,-0.3759369437500002,151.3
18801,Co2PtAl,3826907b-5ce5-47a4-bafe-2a304ea5f9ce,"[[2.58893783, 2.58893783, 0.0], [-2.58893783, 2.58893783, -0.0], [-0.0, -0.0, 7.62677663]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 78 78 13 13],-6.335811155,-0.3566200249999998,617.2
16640,CoVAs,cd6f3de8-5321-4140-b659-57e9e3d4be26,"[[0.0, 2.76899532, 2.76899532], [2.76899532, -0.0, 2.76899532], [2.76899532, 2.76899532, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[27 23 33],-7.247206506666667,-0.3572596099999998,253.5
16919,Co2MnGe,077946f6-7816-4e56-8fda-595557409fa4,"[[0.0, 2.8659838, 2.8659838], [2.8659838, -0.0, 2.8659838], [2.8659838, 2.8659838, 0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[27 27 25 32],-7.14920294,-0.2876659900000007,1088.9
54311,Ir2MnAl,4fc1721c-980c-4592-943f-5a36310e0094,"[[3.02828429, 3.02828429, 0.0], [-3.02828429, 3.02828429, 0.0], [0.0, 0.0, 6.05389599]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 25 25 13 13],-8.18616725625,-0.6101759712500012,291.8
54551,Ir2NiAl,6b376716-48a4-4ac3-b51e-9bf3600a3a12,"[[2.98400647, 2.98400647, -0.0], [-2.98400647, 2.98400647, 0.0], [0.0, 0.0, 5.99591774]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 28 28 13 13],-7.1125109425,-0.380488885000001,132.3
19278,Ni2CrGa,e83ac4b6-0053-42c0-b72f-79cc88e741dc,"[[2.66212874, 2.66212874, -0.0], [-2.66212874, 2.66212874, -0.0], [0.0, 0.0, 6.82629904]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 28 28 24 24 31 31],-6.01790974375,-0.1714351112499992,231.9
55980,PtVGe,66ac02f4-7e16-4331-a644-a834fa61607e,"[[2.96158019, 2.96158019, 0.0], [-2.96158019, 2.96158019, 0.0], [-0.0, -0.0, 5.91669384]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[78 78 23 23 32 32],-6.8692481983333336,-0.3421198316666671,116.7
69114,Cr2RuGa,8d32b3f0-dcee-4b9c-8696-66e75f945ec1,"[[-0.0, 2.98710242, 2.98710242], [2.98710242, 0.0, 2.98710242], [2.98710242, 2.98710242, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.75, 0.75, 0.75], [0.0, 0.0, 0.0]]",[24 24 44 31],-7.831711555,-0.0375089487500002,1237.2
6121,V2NiGa,f127d1e0-4fef-438d-b170-067cc71357ed,"[[2.58046969, 2.58046969, 0.0], [-2.58046969, 2.58046969, 0.0], [0.0, 0.0, 7.84845446]]","[[0.4999999999999999, 4.3024067631081395e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.3024067631081395e-17, 0.75], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[23 23 23 23 28 28 31 31],-6.71276522,-0.1363072699999996,95.9
64853,Sc2ZrIn,8a403798-6bc3-434c-9ade-8571fa4419fe,"[[3.1136165, 3.1136165, 0.0], [-3.1136165, 3.1136165, -0.0], [0.0, 0.0, 9.43528359]]","[[0.49999999999999983, 3.565702534737841e-17, 0.24999999999999997], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.4999999999999999], [0.49999999999999983, 0.49999999999999983, 0.0], [0.49999999999999983, 3.565702534737841e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.24999999999999997], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999983, 0.4999999999999999]]",[21 21 21 21 40 40 49 49],-6.12957894625,-0.2356368887500002,51.4
19118,NiTiIn,4e1d671a-ae70-4c3d-8ec9-f8b003e7a5e9,"[[2.99898852, 2.99898852, -0.0], [-2.99898852, 2.99898852, -0.0], [0.0, 0.0, 5.99400651]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 22 22 49 49],-5.44648762,-0.1660579650000002,251.6
56315,Pt2CoIn,16ba49ef-ef90-4d2d-8280-78179a89a473,"[[2.84876966, 2.84876966, 0.0], [-2.84876966, 2.84876966, -0.0], [0.0, -0.0, 7.72919133]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[78 78 78 78 27 27 49 49],-5.6721181675,-0.2206611612499998,489.1
9552,Cr2MoSi,f3dddb48-246b-4190-9d25-7b63df9b93e2,"[[2.95072534, 2.95072534, 0.0], [-2.95072534, 2.95072534, -0.0], [-0.0, 0.0, 5.88995393]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 42 42 14 14],-8.9770566175,-0.1307977774999997,567.3
73487,Co2MoGe,8ee4ced9-eff7-49e2-abdd-da36f31a6a4c,"[[2.59939672, 2.59939672, 0.0], [-2.59939672, 2.59939672, 0.0], [0.0, 0.0, 7.46315917]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 27 27 42 42 32 32],-7.38279467375,-0.0048498912500001,12.1
14668,Fe2CuGa,773b5b0a-249a-46dc-8945-b6429ee0314a,"[[2.54138242, 2.54138242, -0.0], [-2.54138242, 2.54138242, -0.0], [-0.0, 0.0, 7.62442549]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 29 29 31 31],-5.8718320675,-0.0730390524999995,1323.8
70701,Mn2RhAl,6d223374-a20b-4853-b4ea-573e7ea17952,"[[2.71458485, 2.71458485, -0.0], [-2.71458485, 2.71458485, -0.0], [0.0, 0.0, 7.29875377]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 45 45 13 13],-7.65413013625,-0.4767607212500007,1065.9
70156,Mn2NiAl,9dc0b155-2119-4520-b375-15fdef13b893,"[[2.69018752, 2.69018752, -0.0], [-2.69018752, 2.69018752, -0.0], [0.0, 0.0, 6.71700255]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[25 25 25 25 28 28 13 13],-7.0749286,-0.3421690225000002,974.6
24001,Zn2MnSi,3b480ee9-17c0-49f5-a83b-477f3eba3c3c,"[[2.50531417, 2.50531417, -0.0], [-2.50531417, 2.50531417, 0.0], [0.0, 0.0, 8.36911786]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 30 30 25 25 14 14],-4.1608828375,-0.0382680925,288.4
54360,IrMnSn,89e9aa04-750e-4882-88d2-d05e44e28427,"[[3.07860843, 3.07860843, 0.0], [-3.07860843, 3.07860843, -0.0], [-0.0, -0.0, 6.17065575]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 25 25 50 50],-7.304117991666666,-0.1188311866666656,4.5
13508,MnPtSn,b82aa8d6-1ab9-44c5-afbf-2e3efc688e30,"[[0.0, 3.05745783, 3.05745783], [3.05745783, 0.0, 3.05745783], [3.05745783, 3.05745783, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[25 78 50],-6.391303326666667,-0.1225894650000007,68.0
16941,Co2MnAs,c413021a-6990-418c-83c4-84d62bc13956,"[[2.5088512, 2.5088512, 0.0], [-2.5088512, 2.5088512, -0.0], [-0.0, -0.0, 7.60877773]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[27 27 27 27 25 25 33 33],-6.97061998125,-0.0698979975,759.8
86251,Rh2MnGe,e485c21f-586c-4d23-8351-9e3b3fb25319,"[[2.6492784, 2.6492784, -0.0], [-2.6492784, 2.6492784, -0.0], [-0.0, -0.0, 8.01146931]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 45 45 25 25 32 32],-7.24998648125,-0.2774291037500003,27.0
66707,Ti2HfSb,e528b158-8186-4e05-8bc7-d0c8cacf1a51,"[[2.93599399, 2.93599399, -0.0], [-2.93599399, 2.93599399, 0.0], [-0.0, 0.0, 8.96790331]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 22 22 72 72 51 51],-7.70232535625,-0.2848872150000003,100.9
15111,Fe2NbGe,7028dda2-934b-463c-9516-fdd46e99cf22,"[[2.91459822, 2.91459822, -0.0], [-2.91459822, 2.91459822, -0.0], [-0.0, -0.0, 6.161222]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 41 41 32 32],-7.96823085875,-0.1818217037500007,170.6
54185,IrVAs,19b6b3d0-4679-4e94-a610-db5af2ae9640,"[[-0.0, 2.93689569, 2.93689569], [2.93689569, -0.0, 2.93689569], [2.93689569, 2.93689569, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[77 23 33],-7.83813579,-0.3421877683333345,263.9
71114,Mn2TaGa,8926d0ec-bc54-4bfc-a968-27ca08b89186,"[[2.57713866, 2.57713866, -0.0], [-2.57713866, 2.57713866, -0.0], [-0.0, -0.0, 8.3999998]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 73 73 31 31],-8.249853675,-0.1442771399999998,570.6
15100,FeNbSi,86dcdb9b-d202-4ccf-91bd-5135004f2ca8,"[[0.0, 2.8439333, 2.8439333], [2.8439333, -0.0, 2.8439333], [2.8439333, 2.8439333, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[26 41 14],-8.273424353333334,-0.3454246000000023,309.9
6796,V2MoSi,1bf237fd-864a-4073-a63e-e477f74cba06,"[[3.02903377, 3.02903377, 0.0], [-3.02903377, 3.02903377, -0.0], [-0.0, -0.0, 6.01764126]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 42 42 14 14],-8.8072293425,-0.2407255875,464.1
15894,Fe2ReAl,8676af81-d973-4991-8d65-5d5f4a6207d8,"[[2.90729013, 2.90729013, -0.0], [-2.90729013, 2.90729013, 0.0], [-0.0, -0.0, 5.86559552]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[26 26 26 26 75 75 13 13],-8.2835215025,-0.1150438112499987,165.6
34892,Ru2ZnSn,fa7a446c-fb35-43ee-a3e9-eef93b5499c7,"[[3.13127399, 3.13127399, 0.0], [-3.13127399, 3.13127399, -0.0], [0.0, 0.0, 6.25807294]]","[[0.5, 3.545595269435865e-17, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 3.545595269435865e-17, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.49999999999999983, 0.5, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.5, 0.5]]",[44 44 44 44 30 30 50 50],-5.87027594,-0.0167272975000001,0.0
3727,Ti2CuSn,d3e19af6-0011-493e-a9b7-a52f6cbdbfe4,"[[2.79020317, 2.79020317, 0.0], [-2.79020317, 2.79020317, -0.0], [-0.0, -0.0, 8.7382331]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 22 22 29 29 50 50],-5.940910985,-0.1414686137499998,104.0
565,Sc2MnIn,eb67c73d-a19d-495f-82b4-a98aca24f7ed,"[[3.03235735, 3.03235735, 0.0], [-3.03235735, 3.03235735, -0.0], [-0.0, 0.0, 8.83895181]]","[[0.49999999999999983, 3.6612539238660526e-17, 0.24999999999999997], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.4999999999999999], [0.49999999999999983, 0.49999999999999983, 0.0], [0.49999999999999983, 3.6612539238660526e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.24999999999999997], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999983, 0.4999999999999999]]",[21 21 21 21 25 25 49 49],-6.11490719875,-0.1364046637500005,723.3
72805,Fe2IrGa,5e80869d-73f3-4e15-ba2e-03c237135765,"[[2.9708826, 2.9708826, 0.0], [-2.9708826, 2.9708826, -0.0], [0.0, 0.0, 5.93079261]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[26 26 26 26 77 77 31 31],-7.276537895,-0.2014171574999999,1005.3
18326,Co2HfSn,8695f695-8c81-44cd-ae22-8ddc47ca8df6,"[[3.12508988, 3.12508988, -0.0], [-3.12508988, 3.12508988, 0.0], [0.0, 0.0, 6.25413605]]","[[0.49999999999999983, 3.552611500009582e-17, 0.24999999999999997], [0.9999999999999999, 0.49999999999999983, 0.75], [0.49999999999999983, 3.552611500009582e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.24999999999999997], [0.0, 0.0, 0.49999999999999983], [0.49999999999999983, 0.49999999999999983, 0.0], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999983, 0.49999999999999983]]",[27 27 27 27 72 72 50 50],-7.35824947375,-0.3973764599999994,609.5
58012,Au2MnAl,a14168b7-9f90-4878-a977-47d6716faa9b,"[[3.16590659, 3.16590659, 0.0], [-3.16590659, 3.16590659, 0.0], [0.0, 0.0, 6.49826416]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 25 25 13 13],-5.050287295,-0.2923822450000006,410.1
73684,Co2PdSn,b67836f8-6ca2-4541-be62-85fc8b071478,"[[2.75691854, 2.75691854, 0.0], [-2.75691854, 2.75691854, -0.0], [-0.0, -0.0, 7.50208529]]","[[0.4999999999999999, 4.0270432677534116e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.0270432677534116e-17, 0.75], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[27 27 27 27 46 46 50 50],-5.82046447,-0.0374053412500003,612.4
38193,PdMnBi,9304636c-916f-4ddb-8b8f-61e51b24ba3a,"[[0.0, 3.1946463, 3.1946463], [3.1946463, -0.0, 3.1946463], [3.1946463, 3.1946463, 0.0]]","[[0.2500000000000001, 0.2500000000000001, 0.24999999999999986], [0.5000000000000002, 0.5000000000000002, 0.4999999999999998], [0.0, 0.0, 0.0]]",[46 25 83],-6.11071762,-0.1275859250000005,431.8
